sale_id,sale_date,sale_time,store_id,store_name,region,country,product_id,product_name,category,quantity,unit_price,discount_pct,total_amount,channel,payment_method,customer_id
20b22781-9c5b-4c4d-b7d0-d96fbd042e1e,2024-01-01,08:39:09,ST001,Paris Centre,Europe,FR,SKU004,Water Bottle,Accessories,2,18.74,0.25,37.48,in_store,debit_card,CUST000970
45bb5330-4412-43dd-b9f7-1335b482130e,2024-01-01,19:16:49,ST001,Paris Centre,Europe,FR,SKU010,Cycling Jersey,Apparel,2,67.49,0.1,134.98,online,debit_card,CUST001241
e1eca2fc-0c24-482f-b39a-f6f71cf56ed5,2024-01-01,09:37:01,ST005,New York SoHo,Americas,US,SKU002,Sport Jacket,Apparel,2,89.99,0,179.98,online,mobile_pay,CUST000813
32e60210-ae14-48a9-8bfc-b2152a3de5cb,2024-01-01,19:49:19,ST002,Casablanca Mall,Africa,MA,SKU002,Sport Jacket,Apparel,2,89.99,0,179.98,mobile_app,credit_card,CUST001631
e102cce9-28e0-477d-a823-9112aa2cc987,2024-01-01,14:42:23,ST005,New York SoHo,Americas,US,SKU001,Running Shoes,Footwear,3,110.49,0.15,331.47,in_store,cash,CUST000026
b3d9abaa-13f3-40c9-ad18-18f37e02f17d,2024-01-01,13:40:57,ST004,Berlin Mitte,Europe,DE,SKU008,Hiking Boots,Footwear,1,143.99,0.1,143.99,online,debit_card,CUST000892
8c00921e-a934-4971-888d-319320a9850f,2024-01-01,20:58:34,ST002,Casablanca Mall,Africa,MA,SKU009,Swim Goggles,Accessories,3,16.99,0.15,50.97,online,mobile_pay,CUST000893
f61786fa-33dc-4f1a-b858-6cbee01fe188,2024-01-01,11:53:59,ST005,New York SoHo,Americas,US,SKU005,Training Shorts,Apparel,3,37.49,0.25,112.47,in_store,cash,CUST001806
53cbcaad-e98a-4679-8a1c-13209b2e70f0,2024-01-01,17:42:24,ST004,Berlin Mitte,Europe,DE,SKU004,Water Bottle,Accessories,4,21.24,0.15,84.96,online,credit_card,CUST001013
d3402634-be9a-4062-97f1-6ad705626d55,2024-01-01,13:51:16,ST003,London Oxford,Europe,UK,SKU003,Yoga Mat,Accessories,4,39.99,0,159.96,online,cash,CUST001803
7dd07d0f-a87b-4d0c-bdd4-b6ab2b970449,2024-01-01,11:05:15,ST005,New York SoHo,Americas,US,SKU005,Training Shorts,Apparel,1,42.49,0.15,42.49,mobile_app,mobile_pay,CUST001001
80825e42-6a92-4d36-823f-1b44b7df2088,2024-01-01,19:31:28,ST005,New York SoHo,Americas,US,SKU004,Water Bottle,Accessories,4,19.99,0.2,79.96,in_store,credit_card,CUST000603
00ccf192-6209-4df8-89c1-51e29e33d460,2024-01-01,18:37:23,ST002,Casablanca Mall,Africa,MA,SKU007,Tennis Racket,Equipment,2,199.99,0,399.98,online,cash,CUST000872
c9c61d47-c0da-46f3-930a-7a6c34c77c8b,2024-01-01,15:17:19,ST005,New York SoHo,Americas,US,SKU006,Gym Bag,Accessories,3,47.99,0.2,143.97,online,debit_card,CUST000248
7d402d05-7dce-4dd5-afb8-897f73150b42,2024-01-01,16:48:44,ST002,Casablanca Mall,Africa,MA,SKU006,Gym Bag,Accessories,1,47.99,0.2,47.99,in_store,debit_card,CUST000444
cc8d1fc8-aaf8-477e-8d7b-10b02f7252e6,2024-01-01,21:12:18,ST004,Berlin Mitte,Europe,DE,SKU005,Training Shorts,Apparel,3,49.99,0,149.97,in_store,cash,CUST000368
4ff79121-c998-4b8a-a370-f213fbacc1e3,2024-01-01,08:03:35,ST003,London Oxford,Europe,UK,SKU001,Running Shoes,Footwear,2,129.99,0,259.98,online,debit_card,CUST001307
d9527e14-7fac-4849-9f0f-6f7f119f9fa6,2024-01-01,12:30:30,ST004,Berlin Mitte,Europe,DE,SKU002,Sport Jacket,Apparel,1,76.49,0.15,76.49,online,cash,CUST000378
18e3e9d2-1cbd-4917-b527-b3cb62051c57,2024-01-01,21:04:25,ST001,Paris Centre,Europe,FR,SKU005,Training Shorts,Apparel,4,49.99,0,199.96,online,credit_card,CUST001182
81d355d0-5479-4489-854b-f1c0fd04b61e,2024-01-01,17:19:05,ST001,Paris Centre,Europe,FR,SKU003,Yoga Mat,Accessories,2,29.99,0.25,59.98,in_store,credit_card,CUST001143
b1c1ea4d-b323-4376-8c4c-7bf1b2b7900d,2024-01-01,16:24:28,ST004,Berlin Mitte,Europe,DE,SKU010,Cycling Jersey,Apparel,2,56.24,0.25,112.48,online,cash,CUST001762
9073f211-c944-484e-9ca0-643971209905,2024-01-01,17:03:39,ST005,New York SoHo,Americas,US,SKU007,Tennis Racket,Equipment,3,169.99,0.15,509.97,mobile_app,credit_card,CUST001941
3aafe244-ee5b-4252-a324-2cb6ff2e94be,2024-01-01,09:10:15,ST002,Casablanca Mall,Africa,MA,SKU004,Water Bottle,Accessories,3,19.99,0.2,59.97,in_store,credit_card,CUST000321
b1315918-f83c-475a-add0-164cb22ef329,2024-01-01,17:30:18,ST001,Paris Centre,Europe,FR,SKU007,Tennis Racket,Equipment,4,159.99,0.2,639.96,in_store,debit_card,CUST000591
d99a1fe9-241b-4190-b4e9-51064a0d59d6,2024-01-01,11:59:16,ST003,London Oxford,Europe,UK,SKU008,Hiking Boots,Footwear,1,127.99,0.2,127.99,mobile_app,debit_card,CUST000871
ab342480-0ea3-4c01-8b60-f98b510d3312,2024-01-01,10:58:17,ST001,Paris Centre,Europe,FR,SKU009,Swim Goggles,Accessories,2,15.99,0.2,31.98,in_store,credit_card,CUST000123
400bab35-6064-42c5-9256-a1d78d71ac0f,2024-01-01,09:29:44,ST002,Casablanca Mall,Africa,MA,SKU005,Training Shorts,Apparel,3,44.99,0.1,134.97,online,mobile_pay,CUST001931
1562d655-5b9e-447b-b1e8-b6d63f5b7acf,2024-01-01,09:38:02,ST003,London Oxford,Europe,UK,SKU009,Swim Goggles,Accessories,4,17.99,0.1,71.96,online,cash,CUST001237
fd3ac469-b3dd-4f0f-95a7-b586287e9ee6,2024-01-01,18:53:55,ST003,London Oxford,Europe,UK,SKU001,Running Shoes,Footwear,1,129.99,0,129.99,mobile_app,credit_card,CUST001567
6d0818ce-5c1f-4bd1-96e1-51bb0df7c50f,2024-01-01,20:11:30,ST003,London Oxford,Europe,UK,SKU010,Cycling Jersey,Apparel,1,56.24,0.25,56.24,mobile_app,mobile_pay,CUST001877
b2773f3a-942e-4294-9b84-f65c18aab959,2024-01-01,21:31:05,ST003,London Oxford,Europe,UK,SKU003,Yoga Mat,Accessories,4,31.99,0.2,127.96,online,cash,CUST000837
d0276ce4-c9db-4669-b10a-5882113da776,2024-01-01,10:21:26,ST003,London Oxford,Europe,UK,SKU006,Gym Bag,Accessories,1,44.99,0.25,44.99,mobile_app,mobile_pay,CUST000591
e59a58ef-f78d-433b-a09a-c20463b2b75a,2024-01-01,09:20:16,ST004,Berlin Mitte,Europe,DE,SKU009,Swim Goggles,Accessories,1,17.99,0.1,17.99,online,credit_card,CUST001987
fc00880c-e3bc-4fc6-a443-fb194d3cd2d9,2024-01-01,21:34:29,ST004,Berlin Mitte,Europe,DE,SKU009,Swim Goggles,Accessories,1,15.99,0.2,15.99,online,credit_card,CUST000385
89c0926a-3768-4d2e-a9bd-c2a4bc97d933,2024-01-01,15:48:03,ST005,New York SoHo,Americas,US,SKU006,Gym Bag,Accessories,4,47.99,0.2,191.96,in_store,cash,CUST001125
cdaf3d31-4edc-45c3-a839-2ab9972183e7,2024-01-01,15:07:01,ST002,Casablanca Mall,Africa,MA,SKU005,Training Shorts,Apparel,4,39.99,0.2,159.96,mobile_app,debit_card,CUST001454
8a87322e-95c6-4000-8e7e-ae666ed16941,2024-01-01,14:05:14,ST002,Casablanca Mall,Africa,MA,SKU005,Training Shorts,Apparel,1,42.49,0.15,42.49,in_store,mobile_pay,CUST001940
fee4a386-a855-4219-a1b7-f3f6665b73bc,2024-01-01,12:32:45,ST001,Paris Centre,Europe,FR,SKU003,Yoga Mat,Accessories,4,31.99,0.2,127.96,online,mobile_pay,CUST001710
2a90eec3-c2f1-420e-a869-7899d30c6e23,2024-01-01,16:09:24,ST004,Berlin Mitte,Europe,DE,SKU008,Hiking Boots,Footwear,2,143.99,0.1,287.98,in_store,debit_card,CUST001770
dd16cde1-93f9-4a3d-85fd-a7508126485b,2024-01-01,20:32:17,ST001,Paris Centre,Europe,FR,SKU005,Training Shorts,Apparel,4,49.99,0,199.96,in_store,cash,CUST001487
be491acb-0f0d-4017-a21b-59cc85f7b60c,2024-01-01,10:28:34,ST003,London Oxford,Europe,UK,SKU010,Cycling Jersey,Apparel,4,56.24,0.25,224.96,online,cash,CUST000681
810351e5-8213-472f-8a2a-b3f3f4058ea6,2024-01-01,13:55:12,ST005,New York SoHo,Americas,US,SKU009,Swim Goggles,Accessories,4,17.99,0.1,71.96,mobile_app,debit_card,CUST001172
08c8f57f-d314-4f7b-8f0e-c0afa26c134f,2024-01-01,13:47:30,ST004,Berlin Mitte,Europe,DE,SKU004,Water Bottle,Accessories,4,24.99,0,99.96,mobile_app,mobile_pay,CUST000791
bd84b1e0-a8d4-407a-baec-74055d8e3caf,2024-01-01,16:37:21,ST002,Casablanca Mall,Africa,MA,SKU008,Hiking Boots,Footwear,1,159.99,0,159.99,in_store,mobile_pay,CUST000205
705323ba-471e-499a-9129-ff8bab2a83c8,2024-01-01,10:26:55,ST005,New York SoHo,Americas,US,SKU008,Hiking Boots,Footwear,1,127.99,0.2,127.99,mobile_app,debit_card,CUST000154
3727c6b4-51e3-4c44-b047-10e1d42c32e6,2024-01-01,19:25:41,ST004,Berlin Mitte,Europe,DE,SKU005,Training Shorts,Apparel,3,42.49,0.15,127.47,in_store,cash,CUST001746
e0b80907-c15d-494f-8a12-9fa2bbb09f8c,2024-01-01,19:56:48,ST005,New York SoHo,Americas,US,SKU007,Tennis Racket,Equipment,3,159.99,0.2,479.97,online,credit_card,CUST001265
6f7aea7a-a444-44de-853a-3c603854f49e,2024-01-01,19:05:27,ST001,Paris Centre,Europe,FR,SKU004,Water Bottle,Accessories,3,24.99,0,74.97,in_store,credit_card,CUST000909
84166dd3-c1a8-4b0c-a057-30e8751c46c5,2024-01-01,13:50:03,ST002,Casablanca Mall,Africa,MA,SKU005,Training Shorts,Apparel,1,49.99,0,49.99,online,cash,CUST000768
722236b9-ca1d-4139-b623-25a869785f26,2024-01-01,14:36:43,ST004,Berlin Mitte,Europe,DE,SKU003,Yoga Mat,Accessories,2,33.99,0.15,67.98,in_store,debit_card,CUST000359
ddc808ee-7025-49b1-bd1b-bd6b87a4cb04,2024-01-01,18:15:31,ST001,Paris Centre,Europe,FR,SKU010,Cycling Jersey,Apparel,4,63.74,0.15,254.96,mobile_app,debit_card,CUST000476
411f8731-2e0b-4336-a552-5a1dc7c402cc,2024-01-01,18:00:57,ST004,Berlin Mitte,Europe,DE,SKU005,Training Shorts,Apparel,4,49.99,0,199.96,online,cash,CUST001388
e2249c76-266b-42d4-af36-4339b90e693c,2024-01-01,13:37:19,ST005,New York SoHo,Americas,US,SKU003,Yoga Mat,Accessories,1,35.99,0.1,35.99,mobile_app,mobile_pay,CUST001414
9a5ae1bb-d3b8-4dae-a644-79d556a8597e,2024-01-01,14:54:30,ST003,London Oxford,Europe,UK,SKU008,Hiking Boots,Footwear,3,159.99,0,479.97,in_store,debit_card,CUST000782
244dd69e-75fe-4284-bef0-1cca9db26025,2024-01-01,12:01:53,ST005,New York SoHo,Americas,US,SKU006,Gym Bag,Accessories,3,47.99,0.2,143.97,mobile_app,mobile_pay,CUST000563
fe4d56ed-1e46-46c0-9309-6e030b356e13,2024-01-01,19:31:53,ST001,Paris Centre,Europe,FR,SKU010,Cycling Jersey,Apparel,1,63.74,0.15,63.74,online,debit_card,CUST001244
bc5ff86c-d2aa-48e9-a329-7d3e2dfdbd74,2024-01-01,12:43:48,ST003,London Oxford,Europe,UK,SKU004,Water Bottle,Accessories,2,21.24,0.15,42.48,mobile_app,debit_card,CUST001287
